priority,account_type,dr_cr,bank,match_type,keyword,min_prefix_len,counterparty,product_type,exclude_pattern
80,*,*,*,regex,Iqumulate\s*Premium\s*Funding|iqumulatepremiumfunding,0,Iqumulate Premium Funding,generic_loan,
80,*,*,*,regex,Judo\s*Bank\s*Loans|judobankloans,0,Judo Bank Loans,generic_loan,
80,*,*,*,regex,Kubota,0,Kubota,generic_loan,
80,*,*,*,regex,Ladbroke\s*Financial\s*Services|ladbrokefinancialservices,0,Ladbroke Financial Services,generic_loan,
80,*,*,*,regex,Layaway,0,Layaway,generic_loan,
80,*,*,*,regex,Laybyshop,0,Laybyshop,generic_loan,
80,*,*,*,regex,Ledge\s*Finance|ledgefinance,0,Ledge Finance,generic_loan,
80,*,*,*,regex,Lendmigo,0,Lendmigo,generic_loan,
80,*,*,*,regex,Leveraged\s*Equities|leveragedequities,0,Leveraged Equities,generic_loan,
80,*,*,*,regex,Liberty\s*Financial|libertyfinancial,0,Liberty Financial,generic_loan,
80,*,*,*,regex,Liebherr\s*Cranes|liebherrcranes,0,Liebherr Cranes,generic_loan,
80,*,*,*,regex,Lightspeed\s*Capital|lightspeedcapital,0,Lightspeed Capital,generic_loan,
80,*,*,*,regex,Local\s*Appliance\s*Rentals|localappliancerentals,0,Local Appliance Rentals,generic_loan,
80,*,*,*,regex,Lombard\s*Finance|lombardfinance,0,Lombard Finance,generic_loan,
80,*,*,*,regex,Loopit,0,Loopit,generic_loan,
80,*,*,*,regex,Lumi\s*Finance|lumifinance,0,Lumi Finance,generic_loan,
80,*,*,*,regex,MLC\s*Loans|mlcloans,0,MLC Loans,generic_loan,
80,*,*,*,regex,MPF\s*Repayment|mpfrepayment,0,MPF Repayment,generic_loan,
80,*,*,*,regex,MRG\s*Custodians|mrgcustodians,0,MRG Custodians,generic_loan,
80,*,*,*,regex,MacRae\s*Rentals|macraerentals,0,MacRae Rentals,generic_loan,
80,*,*,*,regex,Macquarie\s*Leasing|macquarieleasing,0,Macquarie Leasing,generic_loan,
80,*,*,*,regex,Madura\s*Ltd|maduraltd,0,Madura Ltd,generic_loan,
80,*,*,*,regex,Make\s*It\s*Mine|makeitmine,0,Make It Mine,generic_loan,
80,*,*,*,regex,Marketlend,0,Marketlend,generic_loan,
80,*,*,*,regex,Medi-Rent,0,Medi-Rent,generic_loan,
80,*,*,*,regex,Medpro\s*Finance|medprofinance,0,Medpro Finance,generic_loan,
80,*,*,*,regex,MoneyQuest,0,MoneyQuest,generic_loan,
80,*,*,*,regex,Moneytech\s*Finance|moneytechfinance,0,Moneytech Finance,generic_loan,
80,*,*,*,regex,Morris\s*Finance|morrisfinance,0,Morris Finance,generic_loan,
80,*,*,*,regex,Motofy,0,Motofy,generic_loan,
80,*,*,*,regex,Moula\s*Money\s*Pty\s*Ltd|moulamoneyptyltd,0,Moula Money Pty Ltd,generic_loan,
80,*,*,*,regex,Mr\s*Rental\s*Group|mrrentalgroup,0,Mr Rental Group,generic_loan,
80,*,*,*,regex,Multipli,0,Multipli,generic_loan,
80,*,*,*,regex,My\s*Layby|mylayby,0,My Layby,generic_loan,
80,*,*,*,regex,Nova\s*Cash\s*Flow\s*Finance|novacashflowfinance,0,Nova Cash Flow Finance,generic_loan,
80,*,*,*,regex,Octet\s*Finance|octetfinance,0,Octet Finance,generic_loan,
80,*,*,*,regex,OnDeck,0,OnDeck,generic_loan,
80,*,*,*,regex,Origin\s*MMS|originmms,0,Origin MMS,generic_loan,
80,*,*,*,regex,Oxford\s*Finance|oxfordfinance,0,Oxford Finance,generic_loan,
80,*,*,*,regex,Pacific\s*Finance|pacificfinance,0,Pacific Finance,generic_loan,
80,*,*,*,regex,Parallel\s*Finance|parallelfinance,0,Parallel Finance,generic_loan,
80,*,*,*,regex,Perpetual\s*Limited|perpetuallimited,0,Perpetual Limited,generic_loan,
80,*,*,*,regex,Perth\s*Premium\s*Financial|perthpremiumfinancial,0,Perth Premium Financial,generic_loan,
80,*,*,*,regex,Pioneer\s*Finance|pioneerfinance,0,Pioneer Finance,generic_loan,
80,*,*,*,regex,Poligon\s*Group|poligongroup,0,Poligon Group,generic_loan,
80,*,*,*,regex,Power\s*Alliance\s*Finance|poweralliancefinance,0,Power Alliance Finance,generic_loan,
80,*,*,*,regex,Procuret,0,Procuret,generic_loan,
80,*,*,*,regex,Propell,0,Propell,generic_loan,
80,*,*,*,regex,Prospa,0,Prospa,generic_loan,
80,*,*,*,regex,QPF\s*Finance|qpffinance,0,QPF Finance,generic_loan,
80,*,*,*,regex,QPR\s*Limited|qprlimited,0,QPR Limited,generic_loan,
80,*,*,*,regex,QRIDA\s*Loans|qridaloans,0,QRIDA Loans,generic_loan,
80,*,*,*,regex,Quest\s*Finance|questfinance,0,Quest Finance,generic_loan,
80,*,*,*,regex,Quickzy,0,Quickzy,generic_loan,
80,*,*,*,regex,R4K\s*Group|r4kgroup,0,R4K Group,generic_loan,
80,*,*,*,regex,Rapid\s*Finance|rapidfinance,0,Rapid Finance,generic_loan,
80,*,*,*,regex,Red\s*Tree\s*Finance|redtreefinance,0,Red Tree Finance,generic_loan,
80,*,*,*,regex,Rent\s*2\s*Own|rent2own,0,Rent 2 Own,generic_loan,
80,*,*,*,regex,Rent\s*Plus\s*Own|rentplusown,0,Rent Plus Own,generic_loan,
80,*,*,*,regex,Rent\s*The\s*Roo|renttheroo,0,Rent The Roo,generic_loan,
80,*,*,*,regex,Rent\s*and\s*Keep\s*It|rentandkeepit,0,Rent and Keep It,generic_loan,
80,*,*,*,regex,Rent4Keeps,0,Rent4Keeps,generic_loan,
80,*,*,*,regex,RentOne,0,RentOne,generic_loan,
80,*,*,*,regex,Rentorilla,0,Rentorilla,generic_loan,
80,*,*,*,regex,Rockwell\s*Finance|rockwellfinance,0,Rockwell Finance,generic_loan,
80,*,*,*,regex,S\s*E\s*Rentals|serentals,0,S E Rentals,generic_loan,
80,*,*,*,regex,SMSF\s*Loans|smsfloans,0,SMSF Loans,generic_loan,
80,*,*,*,regex,Sail\s*Funding|sailfunding,0,Sail Funding,generic_loan,
80,*,*,*,regex,Salt\s*and\s*Lime|saltandlime,0,Salt and Lime,generic_loan,
80,*,*,*,regex,Scottish\s*Pacific|scottishpacific,0,Scottish Pacific,generic_loan,
80,*,*,*,regex,Shift\s*Financial|shiftfinancial,0,Shift Financial,generic_loan,
80,*,*,*,regex,Shopify\s*Capital|shopifycapital,0,Shopify Capital,generic_loan,
80,*,*,*,regex,Silver\s*Chef|silverchef,0,Silver Chef,generic_loan,
80,*,*,*,regex,Skyecap,0,Skyecap,generic_loan,
80,*,*,*,regex,Smiths\s*City\s*Finance|smithscityfinance,0,Smiths City Finance,generic_loan,
80,*,*,*,regex,Solar\s*Vic|solarvic,0,Solar Vic,generic_loan,
80,*,*,*,regex,Sovereign\s*Credit|sovereigncredit,0,Sovereign Credit,generic_loan,
80,*,*,*,regex,Specialist\s*Equipment|specialistequipment,0,Specialist Equipment,generic_loan,
80,*,*,*,regex,Speedy\s*Finance|speedyfinance,0,Speedy Finance,generic_loan,
80,*,*,*,regex,Spenda,0,Spenda,generic_loan,
80,*,*,*,regex,Splend,0,Splend,generic_loan,
80,*,*,*,regex,Square\s*Loans|squareloans,0,Square Loans,generic_loan,
80,*,*,*,regex,Stay\s*Finance|stayfinance,0,Stay Finance,generic_loan,
80,*,*,*,regex,Strawberry\s*Loans|strawberryloans,0,Strawberry Loans,generic_loan,
80,*,*,*,regex,Strive\s*Financial|strivefinancial,0,Strive Financial,generic_loan,
80,*,*,*,regex,Suncoast\s*Loans|suncoastloans,0,Suncoast Loans,generic_loan,
80,*,*,*,regex,TL\s*Commercial|tlcommercial,0,TL Commercial,generic_loan,
80,*,*,*,regex,Thorn\s*Group|thorngroup,0,Thorn Group,generic_loan,
80,*,*,*,regex,Thorn\s*Rentals\s*NZ|thornrentalsnz,0,Thorn Rentals NZ,generic_loan,
80,*,*,*,regex,TruCap,0,TruCap,generic_loan,
80,*,*,*,regex,Truepillars\s*Loan|truepillarsloan,0,Truepillars Loan,generic_loan,
80,*,*,*,regex,Trusty\s*Finance|trustyfinance,0,Trusty Finance,generic_loan,
80,*,*,*,regex,Tyro\s*Loan|tyroloan,0,Tyro Loan,generic_loan,
80,*,*,*,regex,UBuy,0,UBuy,generic_loan,
80,*,*,*,regex,Unipay\s*Loans|unipayloans,0,Unipay Loans,generic_loan,
80,*,*,*,regex,United\s*Consumer\s*Financial\s*Services|unitedconsumerfinancialservices,0,United Consumer Financial Services,generic_loan,
80,*,*,*,regex,Unsecured\s*Finance|unsecuredfinance,0,Unsecured Finance,generic_loan,
80,*,*,*,regex,Velociti\s*Capital|velociticapital,0,Velociti Capital,generic_loan,
80,*,*,*,regex,Victorium\s*SME\s*Funding|victoriumsmefunding,0,Victorium SME Funding,generic_loan,
80,*,*,*,regex,Vine\s*Capital|vinecapital,0,Vine Capital,generic_loan,
80,*,*,*,regex,Westpac\s*Vehicle\s*and\s*equipment\s*finance|westpacvehicleandequipmentfinance,0,Westpac Vehicle and equipment finance,generic_loan,
80,*,*,*,regex,Yellowgate\s*Group|yellowgategroup,0,Yellowgate Group,generic_loan,
80,*,*,*,regex,Yes\s*Loans|yesloans,0,Yes Loans,generic_loan,
80,*,*,*,regex,Zip\s*Business|zipbusiness,0,Zip Business,generic_loan,
80,*,*,*,regex,debt\s*buddy|debtbuddy,0,debt buddy,generic_loan,
80,*,*,*,regex,flexicommercial,0,flexicommercial,generic_loan,
80,*,*,*,regex,just\s*budget|justbudget,0,just budget,generic_loan,
80,*,*,*,regex,smartAR,0,smartAR,generic_loan,
90,-,credit,cba,regex,PAYMENT\s+RECEIVED\s+THANK\s+YOU,0,CBA Credit Card Repayment,bank,
90,*,*,*,regex,(?i)^PAYMENT\s+BY\s+AUTHORITY\s+TO\s+WESTPAC\s+BANKING\s+.*$,0,WESTPAC Loans,contract_loan,
80,*,*,cba,regex,(?i)Money\s+we\s+lent\s+you,0,CBA Loans,contract_loan,
80,*,*,anz,regex,(?i)INTERNET\s+BANKING\s+-\s+REDRAW\s+TRANSFER\s+\d+\s+TO\s+\d+,0,ANZ Loans,contract_loan,
80,*,*,*,regex,(ADELAIDE\s+BANK)\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Adelaide Bank Loans,contract_loan,
80,*,*,*,regex,(AUSTRALIAN\s+UNITY(\s+BANK)?)\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Australian Unity Bank Loans,contract_loan,
80,*,*,*,regex,(AUSWIDE(\s+BANK)?)\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Auswide Bank Loans,contract_loan,
80,*,*,*,regex,AVENUE\s+BANK\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Avenue Bank Loans,contract_loan,
80,*,*,*,regex,(BNK\s+BANK|GOLDFIELDS\s+MONEY)\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,BNK Bank Loans,contract_loan,
80,*,*,*,regex,CAIRNS\s+BANK\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Cairns Bank Loans,contract_loan,
80,*,*,*,regex,COMMUNITY\s+FIRST\s+(BANK|CU|CREDIT\s+UNION)\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Community First Bank Loans,contract_loan,
80,*,*,*,regex,FIRST\s+OPTION\s+BANK\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,First Option Bank Loans,contract_loan,
80,*,*,*,regex,GBS\s+BANK\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,GBS Bank Loans,contract_loan,
80,*,*,*,regex,GATEWAY\s+(BANK|CREDIT\s+UNION)\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Gateway Bank Loans,contract_loan,
80,*,*,*,regex,GEELONG\s+BANK\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Geelong Bank Loans,contract_loan,
80,*,*,*,regex,(HEALTH\s+PROFESSIONALS\s+BANK|HPB)\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Health Professionals Bank Loans,contract_loan,
80,*,*,*,regex,HORIZON\s+BANK\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Horizon Bank Loans,contract_loan,
80,*,*,*,regex,(P\s*&\s*N\s+BANK|PNBANK)\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,P&N Bank Loans,contract_loan,
80,*,*,*,regex,POLICE\s+BANK\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Police Bank Loans,contract_loan,
80,*,*,*,regex,QT\s+MUTUAL\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,QT Mutual Loans,contract_loan,
80,*,*,*,regex,QUEENSLAND\s+COUNTRY\s+BANK\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Queensland Country Bank Loans,contract_loan,
80,*,*,*,regex,RACQ\s+(BANK|FINANCE)\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,RACQ Bank Loans,contract_loan,
80,*,*,*,regex,REGIONAL\s+AUSTRALIA\s+BANK\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Regional Australia Bank Loans,contract_loan,
80,*,*,*,regex,SWS\s+BANK\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,SWS Bank Loans,contract_loan,
80,*,*,*,regex,(SUMMERLAND\s+(BANK|CREDIT\s+UNION))\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Summerland Bank Loans,contract_loan,
80,*,*,*,regex,WOOLWORTHS\s+TEAM\s+BANK\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Woolworths Team Bank Loans,contract_loan,
80,*,*,*,regex,GEELONG\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Geelong Bank Loans,contract_loan,
80,*,*,*,regex,ADELAIDE\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Adelaide Bank Loans,contract_loan,
80,*,*,*,regex,HORIZON\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Horizon Bank Loans,contract_loan,
80,*,*,*,regex,REGIONAL\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Regional Australia Bank Loans,contract_loan,
80,*,*,*,regex,GATEWAY\s+(LOANS|LOAN\s+REPAYMENT|LOAN\s+REDRAW),0,Gateway Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(UUB)\b,0,Australian Unity Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(AWB|AUSWIDE)\b,0,Auswide Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(BNK)\b,0,BNK Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(CFC|COMMUNITYFIRST)\b,0,Community First Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(FOP|FIRSTOPTION)\b,0,First Option Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(GBS)\b,0,GBS Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(GTW|GATEWAYCU)\b,0,Gateway Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(GEL)\b,0,Geelong Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(HPB)\b,0,Health Professionals Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(HBS|HSB)\b,0,Heritage Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(HRZ)\b,0,Horizon Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(IMB)\b,0,IMB Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(PNN|PNBANK)\b,0,P&N Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(POL|POLICEBANK)\b,0,Police Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(QTMB)\b,0,QT Mutual Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(RAB|REGIONAL)\b,0,Regional Australia Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(SWS)\b,0,SWS Bank Loans,contract_loan,
80,*,debit,*,regex,(?i)\b(SMR|SUMMERLAND)\b,0,Summerland Bank Loans,contract_loan,
