rule_name,category,pattern,match_type,confidence,counterparty,source
MR DANIEL JOHN THOMAS PUNTERS,Gambling,MR DANIEL JOHN THOMAS PUNTERS|MR DANIEL JOHN THOMAS PUNTERS CLUB DEPOSIT|MR DANIEL JOHN THOMAS PUNTERS BETS DEPOSIT|MR DANIEL JOHN THOMAS PUNTERS DEPOSIT,keyword,0.95,MR DANIEL JOHN THOMAS PUNTERS,institution
MR TIMOTHY PETER CAMPBELL LOTTO,Gambling,MR TIMOTHY PETER CAMPBELL LOTTO|MR TIMOTHY PETER CAMPBELL LOTTO DEPOSIT,keyword,0.95,MR TIMOTHY PETER CAMPBELL LOTTO,institution
MRS CODY MAE POWELL PUNTERS,Gambling,MRS CODY MAE POWELL PUNTERS|MRS CODY MAE POWELL PUNTERS CLUB DEPOSIT,keyword,0.95,MRS CODY MAE POWELL PUNTERS,institution
MS GAME CHANGER LOTTER,Gambling,MS GAME CHANGER LOTTER|MS GAME,keyword,0.95,MS GAME CHANGER LOTTER,institution
MT KURING GAI LOTTER Y,Gambling,MT KURING GAI LOTTER Y|MT KURING GAI LOTTER Y PACIFIC,keyword,0.95,MT KURING GAI LOTTER Y,institution
MULLALOO NEWS LOTTERY,Gambling,MULLALOO NEWS LOTTERY|MULLALOO NEWS LOTTERY MULLALOO,keyword,0.95,MULLALOO NEWS LOTTERY,institution
MUNDARING LOTTO GIFT,Gambling,MUNDARING LOTTO GIFT|MUNDARING LOTTO GIFT MUND ARING,keyword,0.95,MUNDARING LOTTO GIFT,institution
MY BET DARWIN CITY,Gambling,MY BET DARWIN CITY,keyword,0.95,MY BET DARWIN CITY,institution
MYCHANCE TALLINN ES EST,Gambling,MYCHANCE LIMASSOL CY|MYCHANCE TALLINN ES EST,keyword,0.95,MYCHANCE TALLINN ES EST,institution
N NOWRA POST & LOTTO,Gambling,N NOWRA POST LOTTO|N NOWRA POST AND LOTTO NORTH NOWRA NS,keyword,0.95,N NOWRA POST & LOTTO,institution
NAGAMBIE NEWSLOTTO,Gambling,NAGAMBIE NEWSLOTTO|NAGAMBIE NEWSLOTTO NAGAMBIE VI,keyword,0.95,NAGAMBIE NEWSLOTTO,institution
NARRABEEN LOTTO,Gambling,NARRABEEN LOTTO|SMP NARRABEEN LOTTO A3 NARRABEEN NS|NARRABEEN LOTTO A3 NARRABEEN NS,keyword,0.95,NARRABEEN LOTTO,institution
NCSTLE JOCKEY CLUB,Gambling,NCSTLE JOCKEY CLUB|NCSTLE JOCKEY CLUB BROADMEADOW NS,keyword,0.95,NCSTLE JOCKEY CLUB,institution
NCSTLE JOCKEYCLUB BROADMEADOW,Gambling,NCSTLE JOCKEYCLUB BROADMEADOW|NCSTLE JOCKEYCLUB BROADMEADOW NS,keyword,0.95,NCSTLE JOCKEYCLUB BROADMEADOW,institution
NELSON BAY LOTTERIES,Gambling,NELSON BAY LOTTERIES|NELSON BAY,keyword,0.95,NELSON BAY LOTTERIES,institution
NEW SUPER LUCKYLOTTERY MT LAWLEY,Gambling,NEW SUPER LUCKYLOTTERY MT LAWLEY,keyword,0.95,NEW SUPER LUCKYLOTTERY MT LAWLEY,institution
NEWC JOCKEY CLUB,Gambling,NEWC JOCKEY CLUB|NEWC JOCKEY CLUB LTD BROADMEADOW NS,keyword,0.95,NEWC JOCKEY CLUB,institution
NEWCASTLE HARNESS,Gambling,NEWCASTLE HARNESS|NEWCASTLE HARNESS RACI BROADMEADOW NS,keyword,0.95,NEWCASTLE HARNESS,institution
NEWCASTLE HARNESS RACING,Gambling,NEWCASTLE HARNESS RACING,keyword,0.95,NEWCASTLE HARNESS RACING,institution
NEWCASTLE JOCKEY CLUB,Gambling,NEWCASTLE JOCKEY CL|NEWCASTLE JOCKEY CLUB|NEWCASTLE JOCKEY CLUB BROADMEADOW NS,keyword,0.95,NEWCASTLE JOCKEY CLUB,institution
NEWCASTLE RACECOURCE,Gambling,NEWCASTLE RACECOURCE,keyword,0.95,NEWCASTLE RACECOURCE,institution
NEWCASTLE RACECOURCE BROADMEADOW,Gambling,NEWCASTLE RACECOURCE BROADMEADOW|NEWCASTLE RACECOURCE BROADMEADOW NS,keyword,0.95,NEWCASTLE RACECOURCE BROADMEADOW,institution
NEWCOMB CENTRAL LOTTO,Gambling,NEWCOMB CENTRAL LOTTO|NEWCOMB CENTRAL LOTTO NEWCOMB LOTTO NEWCOMB,keyword,0.95,NEWCOMB CENTRAL LOTTO,institution
NEWCOMB LOTTO,Gambling,NEWCOMB LOTTO|NEWCOMB LOTTO NEWCOMB|NEWCOMB LOTTO NEWCOMB VI,keyword,0.95,NEWCOMB LOTTO,institution
NEWPARK LOTTERY CENT R GIRRAWHEEN,Gambling,NEWPARK LOTTERY CENT R GIRRAWHEEN,keyword,0.95,NEWPARK LOTTERY CENT R GIRRAWHEEN,institution
NEWPARK LOTTERY CENTRE,Gambling,NEWPARK LOTTERY CENTRE|NEWPARK LOTTERY,keyword,0.95,NEWPARK LOTTERY CENTRE,institution
NEWSAGENCY LOTTO GAILES,Gambling,NEWSAGENCY LOTTO GAILES,keyword,0.95,NEWSAGENCY LOTTO GAILES,institution
NEWSTIME LOTTERY CEN TRPERTH,Gambling,NEWSTIME LOTTERY CEN TRPERTH,keyword,0.95,NEWSTIME LOTTERY CEN TRPERTH,institution
NEWSTIME LOTTERY CENTRE,Gambling,NEWSTIME LOTTERY CENTRE|NEWSTIME LOTTERY CENTRE P ERTH,keyword,0.95,NEWSTIME LOTTERY CENTRE,institution
NEXTBET,Gambling,NEXTBET,keyword,0.95,NEXTBET,institution
NEXTBET BRISBANE CITY,Gambling,NEXTBET BRISBANE CITY,keyword,0.95,NEXTBET BRISBANE CITY,institution
NICHOLSON ST LOTTO BRUNSWICK EA,Gambling,NICHOLSON ST LOTTO BR UNSWICK EASV|NICHOLSON ST LOTTO BRUNSWICK EA|NICHOLSON ST LOTTO BRUNSWICK EAS,keyword,0.95,NICHOLSON ST LOTTO BRUNSWICK EA,institution
NIDDRIE CENTRAL LOTTO ESSENDON,Gambling,NIDDRIE CENTRAL LOTTO ESSENDON|NIDDRIE CENTRAL LOTTO ESSENDON VI,keyword,0.95,NIDDRIE CENTRAL LOTTO ESSENDON,institution
NIDDRIE CENTRAL LOTTO NIDDRIE,Gambling,NIDDRIE CENTRAL LOTTO NIDDRIE|NIDDRIE CENTRAL LOTTO NIDDRIE VI,keyword,0.95,NIDDRIE CENTRAL LOTTO NIDDRIE,institution
NIDDRIE CENTRAL LOTTO O ESSENDON,Gambling,NIDDRIE CENTRAL LOTTO O ESSENDON,keyword,0.95,NIDDRIE CENTRAL LOTTO O ESSENDON,institution
NNDEV LOTTO,Gambling,NNDEV LOTTO|NNDEV LOTTO SCHOFIELDS NS,keyword,0.95,NNDEV LOTTO,institution
NORFOLK LOTTO,Gambling,NORFOLK LOTTO|NORFOLK LOTTO WARRNAMBOOL VI,keyword,0.95,NORFOLK LOTTO,institution
NORTH ESSENDON LOTTO,Gambling,NORTH ESSENDON LOTTO|NORTH ESSENDON LOTTO ESSENDON NOR,keyword,0.95,NORTH ESSENDON LOTTO,institution
NORTH MELBOURNE LOTTO,Gambling,NORTH MELBOURNE LOTTO,keyword,0.95,NORTH MELBOURNE LOTTO,institution
NORTHCASINO NICOSIA CY CYP,Gambling,NORTHCASINO NICOSIA CY CYP,keyword,0.95,NORTHCASINO NICOSIA CY CYP,institution
NORTHCOTE LUCKY LOTTO,Gambling,NORTHCOTE LUCKY LOTTO|NORTHCOTE LUCKY LOTTO NORTHCOTE VI,keyword,0.95,NORTHCOTE LUCKY LOTTO,institution
NORTHERN LOTTO,Gambling,NORTHERN LOTTO|NORTHERN LOTTO PTY L CAMPBELLFIELD VI,keyword,0.95,NORTHERN LOTTO,institution
NORTHERN LOTTO CAMPBELLFIELD,Gambling,NORTHERN LOTTO CAMPBELLFIELD|NORTHERN LOTTO PTY LTD CAMPBELLFIELD,keyword,0.95,NORTHERN LOTTO CAMPBELLFIELD,institution
NORTHERN LOTTO PTY L,Gambling,NORTHERN LOTTO PTY L,keyword,0.95,NORTHERN LOTTO PTY L,institution
NORTHERN LOTTO PTY L CAMPBELLFIEL,Gambling,NORTHERN LOTTO PTY L CAMPBELLFIEL,keyword,0.95,NORTHERN LOTTO PTY L CAMPBELLFIEL,institution
NORTHERN POKIES RC BRUNSWICK,Gambling,NORTHERN POKIES RC BRUNSWICK,keyword,0.95,NORTHERN POKIES RC BRUNSWICK,institution
NORTHGATE SHOPPING CENTRE,Gambling,NORTHGATE SHOPPING CENTRE|NORTHGATE SHOPPING CENTRE GJS LOTTERY CENTRENEWS GERALDT,keyword,0.95,NORTHGATE SHOPPING CENTRE,institution
NORTHLAND LOTTO,Gambling,NORTHLAND LOTTO|NORTHLAND LOTTO PRESTON VI,keyword,0.95,NORTHLAND LOTTO,institution
NORTHLANDLOTTO & NEWS,Gambling,NORTHLANDLOTTO NEWS|NORTHLANDLOTTO NEWS PRESTON VI,keyword,0.95,NORTHLANDLOTTO & NEWS,institution
NORTHPOINTLOTTOGIFTS WARRNAMBOOL,Gambling,NORTHPOINTLOTTOGIFTS WARRNAMBOOL|NORTHPOINTLOTTOGIFTS WARRNAMBOOL VI,keyword,0.95,NORTHPOINTLOTTOGIFTS WARRNAMBOOL,institution
NOTORIOUS PUNTERS CLUB,Gambling,NOTORIOUS PUNTERS CLUB PIMPAMA QL|NOTORIOUS PUNTERS CLUB,keyword,0.95,NOTORIOUS PUNTERS CLUB,institution
NSW LOTTERIES,Gambling,NSW LOTTERIES|DIRECT CREDIT NSW LOTTERIES|EFT DEP NSW LOTTERIES|TRANSFER FROM NSW LOTTERIES,keyword,0.95,NSW LOTTERIES,institution
NTHBRIGHTONNEWS & LOTTO,Gambling,NTHBRIGHTONNEWS LOTTO|NTHBRIGHTONNEWS LOTTO BRIGHTON VI,keyword,0.95,NTHBRIGHTONNEWS & LOTTO,institution
OAKLEIGH CENTRAL LOTTO,Gambling,OAKLEIGH CENTRAL LOTTO|OAKLEIGH CENTRAL LOTTO OAKLEIGH VI,keyword,0.95,OAKLEIGH CENTRAL LOTTO,institution
OCEAN GROVE KINGSTON,Gambling,OCEAN GROVE KINGSTON|OCEAN GROVE KINGSTON VI|OCEAN GROVE,keyword,0.95,OCEAN GROVE KINGSTON,institution
OCEAN GROVE LOTTO,Gambling,OCEAN GROVE LOTTO|OCEAN GROVE LOTTO OCEAN GROVE|OCEAN GROVE LOTTO OCEAN GROVE VI,keyword,0.95,OCEAN GROVE LOTTO,institution
OLSEN PLACE LOTTO,Gambling,OLSEN PLACE LOTTO|OLSEN PLACE LOTTO BROADMEADOWS VI,keyword,0.95,OLSEN PLACE LOTTO,institution
ORMOND NEWS LOTTO,Gambling,ORMOND NEWS LOTTO|ORMOND NEWS LOTTO ORMOND VI,keyword,0.95,ORMOND NEWS LOTTO,institution
OSHI LIMASSOL CY,Gambling,OSHI LIMASSOL CY,keyword,0.95,OSHI LIMASSOL CY,institution
OZ LOTTERYWES,Gambling,OZ LOTTERYWES|OZ LOTTERYWES AUTOPLAY VI,keyword,0.95,OZ LOTTERYWES,institution
P GARDENS LOTTERY KIO PARAFIELD GAR,Gambling,P GARDENS LOTTERY KI O PARAFIELD GAR|P GARDENS LOTTERY KI O|P GARDENS LOTTERY KIO PARAFIELD GAR|P GARDENS LOTTERY KIO,keyword,0.95,P GARDENS LOTTERY KIO PARAFIELD GAR,institution
PAKENHAM LOTTO & GIFTS,Gambling,PAKENHAM LOTTO GIFTS|PAKENHAM LOTTO GIF TSPAKENHAM|PAKENHAM LOTTO GIFTS PA KENHAM|PAKENHAM LOTTO GIFTS PAKENHAM VI,keyword,0.95,PAKENHAM LOTTO & GIFTS,institution
PAKENHAM RACING,Gambling,PAKENHAM RACING|SEC PAKENHAM RACING CL FLEMINGTON|SEC PAKENHAM RACING CL FLEMINGTON VI,keyword,0.95,PAKENHAM RACING,institution
PAKENHAM RACING CLUB,Gambling,PAKENHAM RACING CLUB|PAKENHAM RACING CLUB OFFICER|PAKENHAM RACING CLUB OFFICER VI|PAKENHAM RACING CLUB TYNONG|PAKENHAM RACING|PAKENHAM RACING CLUB TYNONG VI,keyword,0.95,PAKENHAM RACING CLUB,institution
PAKENHAMPLACELOTTOGIFT PAKENHAM,Gambling,PAKENHAMPLACELOTTOGIFT PAKENHAM|PAKENHAMPLACELOTTOGIFT PAKENHAM VI,keyword,0.95,PAKENHAMPLACELOTTOGIFT PAKENHAM,institution
PAKO ST NEWS & LOTTO,Gambling,PAKO ST NEWS LOTTO|PAKO ST NEWS LOTTO GEEL ONG WEST|PAKO ST NEWS LOTTO GEELONG WEST|PAKO ST NEWS LOTTO GEELONG WEST VI,keyword,0.95,PAKO ST NEWS & LOTTO,institution
PALM PLAZA LOTTO,Gambling,PALM PLAZA LOTTO|PALM PLAZA LOTTO DANDENONG VI,keyword,0.95,PALM PLAZA LOTTO,institution
PALM PLAZA NEWS LOTTO,Gambling,PALM PLAZA NEWS LOTTO|PALM PLAZA NEWS LOTTO DANDENONG VI,keyword,0.95,PALM PLAZA NEWS LOTTO,institution
PARALOWIE PLAZA LOTTER,Gambling,PARALOWIE PLAZA LOTTER|PARALOWIE PLAZA LOTTER PARALOWIE,keyword,0.95,PARALOWIE PLAZA LOTTER,institution
PARIMATCHWIN NICOSIA CY CYP,Gambling,PARIMATCHWIN NICOSIA CY|PARIMATCHWIN NICOSIA CY CYP,keyword,0.95,PARIMATCHWIN NICOSIA CY CYP,institution
PARKDALE NEWS LOTTO,Gambling,PARKDALE NEWS LOTTO|PARKDALE NEWS LOTTO L|PARKDALE NEWS LOTTO L PARKDALE VI,keyword,0.95,PARKDALE NEWS LOTTO,institution
PARKES HARNESS RACING CLUB PARK,Gambling,PARKES HARNESS RACING CLUB PARK,keyword,0.95,PARKES HARNESS RACING CLUB PARK,institution
PARKES HARNESS RACING PARKES,Gambling,PARKES HARNESS RACING PARKES,keyword,0.95,PARKES HARNESS RACING PARKES,institution
PARKHILL LOTTO PTY LT,Gambling,PARKHILL LOTTO PTY LT|PARKHILL LOTTO PTY LTBERWICK,keyword,0.95,PARKHILL LOTTO PTY LT,institution
PARKLANDS LOTTO,Gambling,PARKLANDS LOTTO|PARKLANDS LOTTO CURRIMUNDI|PARKLANDS LOTTO CURRIMUNDI QL,keyword,0.95,PARKLANDS LOTTO,institution
PARKMORE LOTTO,Gambling,PARKMORE LOTTO|PARKMORE LOTTO KEYSBOROUGH VI,keyword,0.95,PARKMORE LOTTO,institution
PCF LOTTERY,Gambling,PCF LOTTERY,keyword,0.95,PCF LOTTERY,institution
PCF LOTTERY TWEED HEADS,Gambling,PCF LOTTERY TWEED HEADS,keyword,0.95,PCF LOTTERY TWEED HEADS,institution
PENDING GAMMA SERVICES,Gambling,PENDING GAMMA SERVICES|PENDING GAMMA SERVICES POS HOLD,keyword,0.95,PENDING GAMMA SERVICES,institution
PERTH RACING,Gambling,PERTH RACING|PERTH RACING PERTH RACING ASCOT,keyword,0.95,PERTH RACING,institution
PERTH RACING ASCOT,Gambling,PERTH RACING ASCOT,keyword,0.95,PERTH RACING ASCOT,institution
PHOENIX LOTTERIES,Gambling,PHOENIX LOTTERIES,keyword,0.95,PHOENIX LOTTERIES,institution
PHOENIX LOTTERIES SPEARWO OD,Gambling,PHOENIX LOTTERIES SPEARWO OD,keyword,0.95,PHOENIX LOTTERIES SPEARWO OD,institution
PIMPAMA LOTTO & NEWS,Gambling,PIMPAMA LOTTO NEWS|PIMPAMA LOTTO NEWS PI MPAMA|PIMPAMA LOTTO NEWS PIMPAMA QL|PIMPAMA LOTTO AMP NEWS PIMPAMA QL|PIMPAMA LOTTO AMP NEWS,keyword,0.95,PIMPAMA LOTTO & NEWS,institution
PINES LOTTO & NEWS,Gambling,PINES LOTTO NEWS|PINES LOTTO AND NEWS DONCASTER EAS VI,keyword,0.95,PINES LOTTO & NEWS,institution
PINES LOTTO & NEWS DONCASTER EA,Gambling,PINES LOTTO NEWS DONCASTER EA|PINES LOTTO AND NEWS DONC ASTER EA|PINES LOTTO AND NEWS DONCASTER EA,keyword,0.95,PINES LOTTO & NEWS DONCASTER EA,institution
PINJARRA HARNESS RAC PINJARRA,Gambling,PINJARRA HARNESS RAC PINJARRA,keyword,0.95,PINJARRA HARNESS RAC PINJARRA,institution
PLAY2WIN WHANGANUI WHANGANUI,Gambling,PLAY2WIN WHANGANUI WHANGANUI,keyword,0.95,PLAY2WIN WHANGANUI WHANGANUI,institution
PLAYAMO TALLINN ES EST,Gambling,PLAYAMO LIMASSOL CY|PLAYAMO TALLINN ES EST,keyword,0.95,PLAYAMO TALLINN ES EST,institution
PLAZA LOTTERIES,Gambling,PLAZA LOTTERIES,keyword,0.95,PLAZA LOTTERIES,institution
PLAZA LOTTO,Gambling,PLAZA LOTTO|PLAZA LOTTO PLAZA LOTTO TRARALG,keyword,0.95,PLAZA LOTTO,institution
PLAZA LOTTO TRARALGON,Gambling,PLAZA LOTTO TRARALGON|PLAZA LOTTO TRARALGON VI,keyword,0.95,PLAZA LOTTO TRARALGON,institution
PN POST OFFICCE LOTTO PORT NOARLUNG,Gambling,PN POST OFFICCE LOTTO PORT NOARLUNG,keyword,0.95,PN POST OFFICCE LOTTO PORT NOARLUNG,institution
POINT COOK LOTTO,Gambling,POINT COOK LOTTO|POINT COOK LOTTO POINT CO OK|POINT COOK LOTTO POINT COOK|POINT COOK LOTTO POINT COOK VI,keyword,0.95,POINT COOK LOTTO,institution
PORT ADL PLAZA LOTTO PORT ADELAIDE,Gambling,PORT ADL PLAZA LOTTO PORT ADELAIDE|PORT ADL PLAZA LOTTO PORT,keyword,0.95,PORT ADL PLAZA LOTTO PORT ADELAIDE,institution
PORT HEDLAND TURF,Gambling,SQ PORT HEDLAND TURF|PORT HEDLAND TURF,keyword,0.95,PORT HEDLAND TURF,institution
PORT HEDLAND TURF CLUB,Gambling,PORT HEDLAND TURF CLUB|SQ PORT HEDLAND TURF CLU|PORT HEDLAND TURF CLU,keyword,0.95,PORT HEDLAND TURF CLUB,institution
PORT MACQUARIE RACE CL PORT MACQUAR,Gambling,PORT MACQUARIE RACE CL PORT MACQUAR,keyword,0.95,PORT MACQUARIE RACE CL PORT MACQUAR,institution
PORTSIDE LOTTO & LIQUOR,Gambling,PORTSIDE LOTTO LIQUOR|PORTSIDE LOTTO AND L|PORTSIDE LOTTO AND L PORT MELBOUR|PORTSIDE LOTTO AND L PORT MELBOURN VI|PORTSIDE LOTTO LIQOU R PORT MELBOU|PORTSIDE LOTTO LIQOUR|PORTSIDE LOTTO LIQOUR PORT MELBOURN VI,keyword,0.95,PORTSIDE LOTTO & LIQUOR,institution
POT OF GOLD LOTTO NEWS,Gambling,POT OF GOLD LOTTO NEWS,keyword,0.95,POT OF GOLD LOTTO NEWS,institution
PRAHRAN LOTTO,Gambling,PRAHRAN LOTTO|PRAHRAN LOTTO PRAHRAN VI,keyword,0.95,PRAHRAN LOTTO,institution
PRINCESS RD NEWS,Gambling,PRINCESS RD NEWS|PRINCESS RD NEWS LOTTO PRINCESS RD NEWS LOTTO BALGA W,keyword,0.95,PRINCESS RD NEWS,institution
PRINCESS RD NEWS LOTTO,Gambling,PRINCESS RD NEWS LOTTO|PRINCESS RD NEWS LOTTO BALGA WA AU CASH OUT PURCHASE|PRINCESS RD NEWS LOTTO BA LGA,keyword,0.95,PRINCESS RD NEWS LOTTO,institution
PROSPECT MP LOTTO,Gambling,PROSPECT MP LOTTO|PROSPECT MP LOTTO PROSPECT VALE|PROSPECT MP LOTTO PROSPECT VALE TAS AU CASH OUT PURCHASE|PROSPECT MP LOTTO PROSPECT VALE TA,keyword,0.95,PROSPECT MP LOTTO,institution
PUNTCLUB LUTWYCHE,Gambling,PUNTCLUB LUTWYCHE,keyword,0.95,PUNTCLUB LUTWYCHE,institution
PUNTERS BAR & B,Gambling,PUNTERS BAR B|PUNTERS BAR B S,keyword,0.95,PUNTERS BAR & B,institution
PUNTERS BAR & B S DARWIN CITY,Gambling,PUNTERS BAR B S DARWIN CITY|PUNTERS BAR B S DARWIN CITY AU CASH OUT PURCHASE|PUNTERS BAR B S|PUNTERS BAR AMP B S DARWIN CITY|PUNTERS BAR AMP B S,keyword,0.95,PUNTERS BAR & B S DARWIN CITY,institution
PUNTERS CLUB,Gambling,PUNTERS CLUB|SQ PUNTERS CLUB FITZR FITZROY VI|PUNTERS CLUB FITZR FITZROY VI,keyword,0.95,PUNTERS CLUB,institution
PUNTERS CLUB FITZROY,Gambling,PUNTERS CLUB FITZROY|PUNTERS CLUB FITZROY FITZROY,keyword,0.95,PUNTERS CLUB FITZROY,institution
PUNTERS GOLF,Gambling,SP PUNTERS GOLF|PUNTERS GOLF,keyword,0.95,PUNTERS GOLF,institution
PUNTERS GOLF KIRWAN,Gambling,PUNTERS GOLF KIRWAN QL|PUNTERS GOLF KIRWAN,keyword,0.95,PUNTERS GOLF KIRWAN,institution
PUNTERS GOLF NEWTOWN,Gambling,PUNTERS GOLF NEWTOWN,keyword,0.95,PUNTERS GOLF NEWTOWN,institution
PUNTERSHUB PREMIUM BRIGHTON,Gambling,PUNTERSHUB PREMIUM BRIGHTON|PUNTERSHUB PREMIUM BRIGHTON VI,keyword,0.95,PUNTERSHUB PREMIUM BRIGHTON,institution
PUNTX MACQ CARRARA,Gambling,PUNTX MACQ CARRARA QL|PUNTX MACQ CARRARA,keyword,0.95,PUNTX MACQ CARRARA,institution
PUNTX MACQUAR,Gambling,PUNTX MACQUAR,keyword,0.95,PUNTX MACQUAR,institution
QUEENS ROAD LOTTO,Gambling,QUEENS ROAD LOTTO|QUEENS ROAD LOTTO MELBOURNE VI,keyword,0.95,QUEENS ROAD LOTTO,institution
QUEENSPINS TALLINN ES EST,Gambling,QUEENSPINS TALLINN ES EST,keyword,0.95,QUEENSPINS TALLINN ES EST,institution
R SIDEPOSTNEWS & LOTTO,Gambling,R SIDEPOSTNEWS LOTTO|R SIDEPOSTNEWS LOTTO RIVERSIDE TA,keyword,0.95,R SIDEPOSTNEWS & LOTTO,institution
RABONA NICOSIA CYP,Gambling,RABONA NICOSIA CYP,keyword,0.95,RABONA NICOSIA CYP,institution
RACECOURSE LOTTO,Gambling,RACECOURSE LOTTO|RACECOURSE LOTTO FLEMINGT ON|RACECOURSE LOTTO FLEMINGTON VI,keyword,0.95,RACECOURSE LOTTO,institution
RACECOURSE LUCKY LOTTO,Gambling,RACECOURSE LUCKY LOTTO,keyword,0.95,RACECOURSE LUCKY LOTTO,institution
RACING NSW SPSRACINGNSW,Gambling,RACING NSW SPSRACINGNSW|RACING NSW|TRANSFER FROM RACING,keyword,0.95,RACING NSW SPSRACINGNSW,institution
RACING NSW,Gambling,RACING NSW|DIRECT CREDIT RACING NSW SPSRACINGNSW,keyword,0.95,RACING NSW,institution
RACING QUEENSLAND BOAR DEAGON,Gambling,RACING QUEENSLAND BOAR DEAGON QL|RACING QUEENSLAND BOAR DEAGON,keyword,0.95,RACING QUEENSLAND BOAR DEAGON,institution
RACING VICTORIA,Gambling,RACING VICTORIA|RACING VICTORIA FLEMINGTON VI|TRANSFER TO RACING VIC LTD COMMBANK APP JASON CHANDLER|TRANSFER TO RACING VIC LTD COMMBANK APP CHANDLER|TRANSFER TO RACING VIC LTD COMMBANK APP,keyword,0.95,RACING VICTORIA,institution
RAIDERS BINGO,Gambling,RAIDERS BINGO|RAIDERS BINGO BREAKWATER|RAIDERS BINGO BREAKWATER VI,keyword,0.95,RAIDERS BINGO,institution
RAYMOND STREET LOTTO,Gambling,RAYMOND STREET LOTTO|RAYMOND STREET LOTTO SALE VI,keyword,0.95,RAYMOND STREET LOTTO,institution
REGGIES TATTERSALLS HOTEL BARADIN,Gambling,REGGIES TATTERSALLS HOTEL BARADIN|REGGIES TATTERSALLS HOTEL BARADIN NSW AU CASH OUT PURCHASE,keyword,0.95,REGGIES TATTERSALLS HOTEL BARADIN,institution
RETAIL PURCHASE KENO,Gambling,RETAIL PURCHASE KENO|KENO VIC PTY LTD DOCKLANDS,keyword,0.95,RETAIL PURCHASE KENO,institution
RICHARDCASINO NICOSIA CY CYP,Gambling,RICHARDCASINO NICOSIA CY|RICHARDCASINO NICOSIA CY CYP,keyword,0.95,RICHARDCASINO NICOSIA CY CYP,institution
RINGWOOD SQUARE LOTTO,Gambling,RINGWOOD SQUARE LOTTO|RINGWOOD SQUARE LOTTO RINGWOOD VI,keyword,0.95,RINGWOOD SQUARE LOTTO,institution
RIVERTON FORUM LOTTERY,Gambling,RIVERTON FORUM LOTTERY|RIVERTON FORUM LOTTERY RIVERTON,keyword,0.95,RIVERTON FORUM LOTTERY,institution
RIVERTON LOTTO KIOS,Gambling,RIVERTON LOTTO KIOS|RIVERTON LOTTO KIOS RIVERTON,keyword,0.95,RIVERTON LOTTO KIOS,institution
RMH HOME LOTTERY,Gambling,RMH HOME LOTTERY|RMH HOME LOTTERY MELBOURNE VI,keyword,0.95,RMH HOME LOTTERY,institution
ROCKINGHAM CENTRAL LOTTER,Gambling,ROCKINGHAM CENTRAL LOTTER,keyword,0.95,ROCKINGHAM CENTRAL LOTTER,institution
ROCKINGHAM CNTRL LOTTO,Gambling,ROCKINGHAM CNTRL LOTTO|ROCKINGHAM CNTRL LOTTO RO CKINGHAM,keyword,0.95,ROCKINGHAM CNTRL LOTTO,institution
ROCKINGHAM LOTTERY,Gambling,ROCKINGHAM LOTTERY,keyword,0.95,ROCKINGHAM LOTTERY,institution
ROCKINGHAM LOTTERY ROCKING,Gambling,ROCKINGHAM LOTTERY ROCKING,keyword,0.95,ROCKINGHAM LOTTERY ROCKING,institution
ROCKWIN IO WILLEMSTAD,Gambling,ROCKWIN IO WILLEMSTAD,keyword,0.95,ROCKWIN IO WILLEMSTAD,institution
ROGERS FAMILY LOTTER,Gambling,ROGERS FAMILY LOTTER|ROGERS FAMILY LOTTER PAKENHAM VI,keyword,0.95,ROGERS FAMILY LOTTER,institution
ROMA TURF CLUB,Gambling,ROMA TURF CLUB|SQ ROMA TURF CLUB ROMA|ROMA TURF CLUB ROMA|SQ ROMA TURF CLUB ROMA QL,keyword,0.95,ROMA TURF CLUB,institution
ROSAVILLE LOTTERIES MOUNT GAMB,Gambling,ROSAVILLE LOTTERIES MOUNT GAMB|ROSAVILLE LOTTERIES,keyword,0.95,ROSAVILLE LOTTERIES MOUNT GAMB,institution
ROSEBUD PLAZA LOTTO,Gambling,ROSEBUD PLAZA LOTTO|ROSEBUD PLAZA LOTTO ROSEBUD VI,keyword,0.95,ROSEBUD PLAZA LOTTO,institution
ROSEBUD PLAZZA LOTTO,Gambling,ROSEBUD PLAZZA LOTTO|ROSEBUD PLAZZA LOTTO ROSEBUD VI,keyword,0.95,ROSEBUD PLAZZA LOTTO,institution
ROXBURGHPARK NEWSLOTTO,Gambling,ROXBURGHPARK NEWSLOTTO|ROXBURGHPARK NEWSLOTTO ROXBURGH PARK VI,keyword,0.95,ROXBURGHPARK NEWSLOTTO,institution
ROYAL HEIGHTS LOTTO,Gambling,ROYAL HEIGHTS LOTTO,keyword,0.95,ROYAL HEIGHTS LOTTO,institution
ROYAL PANDA SLIEMA ML MLT,Gambling,ROYAL PANDA SLIEMA ML MLT,keyword,0.95,ROYAL PANDA SLIEMA ML MLT,institution
ROZY LOTTO,Gambling,ROZY LOTTO|ROZY LOTTO TRANSFER TO DAN BALCHAND,keyword,0.95,ROZY LOTTO,institution
RUTHERGLEN NEWS & LOTTO RUTHERGLEN,Gambling,RUTHERGLEN NEWS LOTTO RUTHERGLEN,keyword,0.95,RUTHERGLEN NEWS & LOTTO RUTHERGLEN,institution
RZ RH,Gambling,RZ RH|RZ RH PTY LTD,keyword,0.95,RZ RH,institution
