priority,account_type,dr_cr,bank,match_type,keyword,min_prefix_len,counterparty,product_type
80,*,*,*,prefix,LOWES-MENSWEAR,8,Lowes Zero Card,bank
90,*,*,*,keyword,EZY,0,Lowes Zero Card,bank
90,*,*,*,keyword,LOWES,0,Lowes Zero Card,bank
90,*,debit,*,keyword,MBL CARD,0,MACQUARIE Credit Card Repayment,bank
80,*,debit,*,prefix,MACQUARIE,8,MACQUARIE Credit Card Repayment,bank
80,*,debit,*,prefix,MEMBERS EQUITY PTY,10,MEBANK Credit Card Repayment,bank
90,credit card,credit,mebank,keyword,TFR FROM,0,MEBANK Credit Card Repayment,bank
90,transaction,credit,mebank,keyword,TFR FROM,0,MEBANK Credit Card Repayment,bank
90,*,debit,*,keyword,ME BANK,0,MEBANK Credit Card Repayment,bank
20,-,debit,*,prefix,MASTERCARD,10,Miscellaneous Credit Card Repayments,bank
20,investments,credit,*,prefix,MASTERCARD,10,Miscellaneous Credit Card Repayments,bank
20,savings,credit,*,prefix,MASTERCARD,10,Miscellaneous Credit Card Repayments,bank
20,savings,debit,*,prefix,MASTERCARD,10,Miscellaneous Credit Card Repayments,bank
20,transaction,credit,*,prefix,MASTERCARD,10,Miscellaneous Credit Card Repayments,bank
20,transaction,debit,*,prefix,MASTERCARD,10,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,CREDIT CARD PAYMENT INTERNET PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,CREDIT CARD PAYMENT INTERNET PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,CREDIT CARD PAYMENT INTERNET PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,CREDIT CARD PAYMENT INTERNET PAYMENT,0,Miscellaneous Credit Card Repayments,bank
20,-,debit,*,prefix,BPAY WDL MYCARD CREDITCARDS,24,Miscellaneous Credit Card Repayments,bank
30,-,debit,*,keyword,CARD SERVI,0,Miscellaneous Credit Card Repayments,bank
20,-,debit,*,prefix,CARD SERVICES,10,Miscellaneous Credit Card Repayments,bank
30,-,debit,*,keyword,CREDIT CARD,0,Miscellaneous Credit Card Repayments,bank
30,-,debit,*,keyword,MASTER CARD,0,Miscellaneous Credit Card Repayments,bank
20,-,debit,*,prefix,MYCARD CREDIT CARDS,16,Miscellaneous Credit Card Repayments,bank
20,-,debit,*,prefix,MYCARD CREDITCARDS,15,Miscellaneous Credit Card Repayments,bank
20,savings,debit,*,prefix,BPAY WDL MYCARD CREDITCARDS,24,Miscellaneous Credit Card Repayments,bank
30,savings,debit,*,keyword,CREDIT CARD,0,Miscellaneous Credit Card Repayments,bank
20,savings,debit,*,prefix,CREDIT CARD REPAYMENT,18,Miscellaneous Credit Card Repayments,bank
20,savings,debit,*,prefix,CREDIT CARDS,9,Miscellaneous Credit Card Repayments,bank
30,savings,debit,*,keyword,CREDITCARDS,0,Miscellaneous Credit Card Repayments,bank
30,transaction,credit,*,keyword,M/CARD,0,Miscellaneous Credit Card Repayments,bank
20,transaction,credit,*,prefix,PAYMENT - CASH THANK YOU,21,Miscellaneous Credit Card Repayments,bank
20,transaction,debit,*,prefix,BPAY WDL MYCARD CREDITCARDS,24,Miscellaneous Credit Card Repayments,bank
30,transaction,debit,*,keyword,CARD SERVI,0,Miscellaneous Credit Card Repayments,bank
20,transaction,debit,*,prefix,CARD SERVICES,10,Miscellaneous Credit Card Repayments,bank
30,transaction,debit,*,keyword,CREDIT CARD,0,Miscellaneous Credit Card Repayments,bank
30,transaction,debit,*,keyword,MASTER CARD,0,Miscellaneous Credit Card Repayments,bank
20,transaction,debit,*,prefix,MYCARD CREDIT CARDS,16,Miscellaneous Credit Card Repayments,bank
20,transaction,debit,*,prefix,MYCARD CREDITCARDS,15,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,BPAY PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,CARD PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,CASH THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,CC PAY,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,CC PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,CC REPAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,CREDIT CARD PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,EASIPAY PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,INTERNET PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,LINKED ACC TRNS,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,LINKED ACCOUNT TRANSFER,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,PAYMENT - BPAY,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,PAYMENT - THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,PAYMENT RECEIVED,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,PAYMENT THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,PAYMENT THANKYOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,PAYMENT- CHEQUE THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,PAYMENT-BPAY-THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,TFR FROM,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,banksa,keyword,TRANSFER FROM,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,BPAY PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,CARD PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,CASH THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,CC PAY,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,CC PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,CC REPAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,CREDIT CARD PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,EASIPAY PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,INTERNET PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,LINKED ACC TRNS,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,LINKED ACCOUNT TRANSFER,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,PAYMENT - BPAY,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,PAYMENT - THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,PAYMENT RECEIVED,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,PAYMENT THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,PAYMENT THANKYOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,PAYMENT- CHEQUE THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,PAYMENT-BPAY-THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,TFR FROM,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,bom,keyword,TRANSFER FROM,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,BPAY PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,CARD PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,CASH THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,CC PAY,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,CC PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,CC REPAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,CREDIT CARD PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,EASIPAY PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,INTERNET PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,LINKED ACC TRNS,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,LINKED ACCOUNT TRANSFER,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,PAYMENT - BPAY,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,PAYMENT - THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,PAYMENT RECEIVED,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,PAYMENT THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,PAYMENT THANKYOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,PAYMENT- CHEQUE THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,PAYMENT-BPAY-THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,TFR FROM,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,stgeorge,keyword,TRANSFER FROM,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,BPAY PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,CARD PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,CASH THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,CC PAY,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,CC PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,CC REPAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,CREDIT CARD PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,EASIPAY PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,INTERNET PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,LINKED ACC TRNS,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,LINKED ACCOUNT TRANSFER,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,PAYMENT - BPAY,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,PAYMENT - THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,PAYMENT RECEIVED,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,PAYMENT THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,PAYMENT THANKYOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,PAYMENT- CHEQUE THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,PAYMENT-BPAY-THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,TFR FROM,0,Miscellaneous Credit Card Repayments,bank
30,credit card,credit,suncorp,keyword,TRANSFER FROM,0,Miscellaneous Credit Card Repayments,bank
30,-,debit,*,keyword,CREDIT CARD PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,-,debit,*,keyword,PAYMENT - BPAY,0,Miscellaneous Credit Card Repayments,bank
30,savings,credit,*,keyword,PAYMENT - THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,savings,debit,*,keyword,CC PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,savings,debit,*,keyword,CREDIT CARD PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,savings,debit,*,keyword,PAYMENT - BPAY,0,Miscellaneous Credit Card Repayments,bank
30,transaction,credit,*,keyword,CC PAY,0,Miscellaneous Credit Card Repayments,bank
30,transaction,credit,*,keyword,CREDIT CARD PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,transaction,credit,*,keyword,PAYMENT-BPAY-THANK YOU,0,Miscellaneous Credit Card Repayments,bank
30,transaction,debit,*,keyword,CREDIT CARD PAYMENT,0,Miscellaneous Credit Card Repayments,bank
30,transaction,debit,*,keyword,PAYMENT - BPAY,0,Miscellaneous Credit Card Repayments,bank
30,-,debit,*,keyword,CC,0,Miscellaneous Credit Card Repayments,bank
30,transaction,credit,*,keyword,CC,0,Miscellaneous Credit Card Repayments,bank
30,transaction,debit,*,keyword,CC,0,Miscellaneous Credit Card Repayments,bank
90,transaction,debit,*,keyword,MYER,0,Myer Credit Card Repayment,bank
70,-,debit,westpac,regex,^WITHDRAWAL MOBILE \d{7} BPAY NAB CARDS?$,0,NAB Credit Card Repayment,bank
70,transaction,debit,westpac,regex,^WITHDRAWAL MOBILE \d{7} BPAY NAB CARDS?$,0,NAB Credit Card Repayment,bank
80,car loan,debit,*,prefix,NAB CARDS,8,NAB Credit Card Repayment,bank
80,credit card,debit,*,prefix,NAB CARDS,8,NAB Credit Card Repayment,bank
80,home loan,debit,*,prefix,NAB CARDS,8,NAB Credit Card Repayment,bank
80,investments,debit,*,prefix,NAB CARDS,8,NAB Credit Card Repayment,bank
80,personal loan,debit,*,prefix,NAB CARDS,8,NAB Credit Card Repayment,bank
80,savings,*,*,prefix,NAB CARDS,8,NAB Credit Card Repayment,bank
90,transaction,credit,*,keyword,NAB CARD,0,NAB Credit Card Repayment,bank
90,transaction,debit,*,keyword,NAB CARD,0,NAB Credit Card Repayment,bank
80,-,debit,nab,prefix,CASH/TRANSFER PAYMENT - THANK YOU,30,NAB Credit Card Repayment,bank
80,credit card,credit,nab,prefix,CASH/TRANSFER PAYMENT - THANK YOU,30,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,CREDIT CARD PAYMENT INTERNET PAYMENT,0,NAB Credit Card Repayment,bank
80,credit card,credit,nab,prefix,PAYMENT AUTHORISATION,18,NAB Credit Card Repayment,bank
80,-,debit,*,prefix,NAB CREDIT CARD CASH ADVANCE T,27,NAB Credit Card Repayment,bank
80,-,debit,*,prefix,NAB LOAN REDRAW,12,NAB Credit Card Repayment,bank
80,-,debit,*,prefix,NAB LOAN REPAYMENT,15,NAB Credit Card Repayment,bank
80,savings,*,*,prefix,NAB CREDIT CARD,12,NAB Credit Card Repayment,bank
80,transaction,credit,*,prefix,CASH/TRANSFER PAYMENT - THANK YOU,30,NAB Credit Card Repayment,bank
90,transaction,debit,*,keyword,CARDHOLDER,0,NAB Credit Card Repayment,bank
80,transaction,debit,*,prefix,NAB CREDIT CARD,12,NAB Credit Card Repayment,bank
80,transaction,debit,*,prefix,NAB CREDIT CARD CASH ADVANCE T,27,NAB Credit Card Repayment,bank
80,transaction,debit,*,prefix,NAB LOAN REDRAW,12,NAB Credit Card Repayment,bank
80,transaction,debit,*,prefix,NAB LOAN REPAYMENT,15,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,BPAY PAYMENT,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,CARD PAYMENT,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,CASH THANK YOU,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,CC PAY,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,CC PAYMENT,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,CC REPAYMENT,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,CREDIT CARD PAYMENT,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,EASIPAY PAYMENT,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,INTERNET PAYMENT,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,LINKED ACC TRNS,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,LINKED ACCOUNT TRANSFER,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,PAYMENT - BPAY,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,PAYMENT - THANK YOU,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,PAYMENT RECEIVED,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,PAYMENT THANK YOU,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,PAYMENT THANKYOU,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,PAYMENT- CHEQUE THANK YOU,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,PAYMENT-BPAY-THANK YOU,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,TFR FROM,0,NAB Credit Card Repayment,bank
90,credit card,credit,nab,keyword,TRANSFER FROM,0,NAB Credit Card Repayment,bank
80,-,debit,nab,prefix,LOAN INSTALMENT DIRECT DEBIT,25,NAB Loans,contract_loan
80,personal loan,credit,nab,prefix,LOAN INSTALMENT DIRECT DEBIT,25,NAB Loans,contract_loan
80,transaction,debit,nab,prefix,TRANSFER DEBIT LOAN INSTALMENT TO A/C,34,NAB Loans,contract_loan
80,*,debit,newcastle,prefix,MB TFR TO,8,NEWCASTLE Credit Card Repayment,bank
90,credit card,credit,newcastle,keyword,PAYMENT,0,NEWCASTLE Credit Card Repayment,bank
90,credit card,debit,*,keyword,QANTAS,0,Qantas Credit Card Repayment,bank
90,home loan,debit,*,keyword,QANTAS,0,Qantas Credit Card Repayment,bank
90,investments,debit,*,keyword,QANTAS,0,Qantas Credit Card Repayment,bank
90,trading,debit,*,keyword,QANTAS,0,Qantas Credit Card Repayment,bank
90,transaction,credit,*,keyword,QANTAS,0,Qantas Credit Card Repayment,bank
90,transaction,debit,*,keyword,QANTAS,0,Qantas Credit Card Repayment,bank
90,transaction,debit,*,keyword,QUDOS,0,Qudos Credit Card Repayment,bank
80,*,debit,*,prefix,PURPLE CARD,8,SBS Money,bank
80,-,debit,*,prefix,ST GEORGE,8,STGEORGE Credit Card Repayment,bank
80,-,debit,*,prefix,ST GEORGE CARDS,12,STGEORGE Credit Card Repayment,bank
80,credit card,credit,stgeorge,prefix,ST GEORGE,8,STGEORGE Credit Card Repayment,bank
80,credit card,debit,*,prefix,ST GEORGE CARDS,12,STGEORGE Credit Card Repayment,bank
80,investments,debit,*,prefix,ST GEORGE CARDS,12,STGEORGE Credit Card Repayment,bank
80,savings,debit,*,prefix,ST GEORGE CARDS,12,STGEORGE Credit Card Repayment,bank
80,transaction,credit,*,prefix,ST GEORGE,8,STGEORGE Credit Card Repayment,bank
80,transaction,debit,*,prefix,ST GEORGE,8,STGEORGE Credit Card Repayment,bank
80,transaction,debit,*,prefix,ST GEORGE CARDS,12,STGEORGE Credit Card Repayment,bank
90,transaction,debit,*,keyword,SUNCORP,0,SUNCORP Credit Card Repayment,bank
80,-,debit,*,prefix,VIRGIN MONEY,9,Virgin Money Credit Card Repayment,bank
80,credit card,debit,anz,prefix,VIRGIN MONEY,9,Virgin Money Credit Card Repayment,bank
80,investments,debit,*,prefix,VIRGIN MONEY,9,Virgin Money Credit Card Repayment,bank
80,savings,debit,*,prefix,VIRGIN MONEY,9,Virgin Money Credit Card Repayment,bank
80,trading,debit,*,prefix,VIRGIN MONEY,9,Virgin Money Credit Card Repayment,bank
80,transaction,debit,*,prefix,VALERIA FALSETTA COMMBANK VIRGIN CARD,34,Virgin Money Credit Card Repayment,bank
80,transaction,debit,*,prefix,VIRGIN MONEY,9,Virgin Money Credit Card Repayment,bank
70,-,debit,westpac,regex,^WITHDRAWAL MOBILE \d{7} TFR LOW RATE MA$,0,WESTPAC Credit Card Repayment,bank
70,transaction,debit,westpac,regex,"^WITHDRAWAL MOBILE \d{6,7} BPAY DAVID JONE$",0,WESTPAC Credit Card Repayment,bank
70,transaction,debit,westpac,regex,^WITHDRAWAL MOBILE \d{7} BPAY LOW RATE M$,0,WESTPAC Credit Card Repayment,bank
70,transaction,debit,westpac,regex,^WITHDRAWAL MOBILE \d{7} TFR LOW RATE MA$,0,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,ALTITUDE BL,10,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,ALTITUDE PL,10,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,ALTITUDE QA,10,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,ALTITUDE VE,10,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,LOW RATE MA,8,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,WESTPAC LIT,10,WESTPAC Credit Card Repayment,bank
80,home loan,debit,westpac,prefix,ALTITUDE QA,10,WESTPAC Credit Card Repayment,bank
80,home loan,debit,westpac,prefix,ALTITUDE VE,10,WESTPAC Credit Card Repayment,bank
80,home loan,debit,westpac,prefix,LOW RATE MA,8,WESTPAC Credit Card Repayment,bank
80,home loan,debit,westpac,prefix,WESTPAC LIT,10,WESTPAC Credit Card Repayment,bank
80,savings,debit,*,prefix,ALTITUDE PL,10,WESTPAC Credit Card Repayment,bank
80,savings,debit,*,prefix,ALTITUDE QA,10,WESTPAC Credit Card Repayment,bank
80,savings,debit,*,prefix,ALTITUDE VE,10,WESTPAC Credit Card Repayment,bank
80,savings,debit,*,prefix,LOW RATE MA,8,WESTPAC Credit Card Repayment,bank
80,savings,debit,*,prefix,WESTPAC LIT,10,WESTPAC Credit Card Repayment,bank
80,trading,*,westpac,prefix,ALTITUDE PL,10,WESTPAC Credit Card Repayment,bank
80,trading,*,westpac,prefix,ALTITUDE QA,10,WESTPAC Credit Card Repayment,bank
80,trading,*,westpac,prefix,ALTITUDE VE,10,WESTPAC Credit Card Repayment,bank
80,trading,*,westpac,prefix,LOW RATE MA,8,WESTPAC Credit Card Repayment,bank
80,trading,*,westpac,prefix,WESTPAC LIT,10,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,ALTITUDE BL,10,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,ALTITUDE PL,10,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,ALTITUDE QA,10,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,ALTITUDE VE,10,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,LOW RATE MA,8,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,WESTPAC LIT,10,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,CREDIT CARD PAYMENT INTERNET PAYMENT,0,WESTPAC Credit Card Repayment,bank
80,credit card,credit,westpac,prefix,PAYMENT CASH-THANK YOU,19,WESTPAC Credit Card Repayment,bank
80,credit card,credit,westpac,prefix,TFR FROM WESTPA C,14,WESTPAC Credit Card Repayment,bank
80,credit card,credit,westpac,prefix,TFR FROM WESTPA C CHOICE,21,WESTPAC Credit Card Repayment,bank
80,credit card,credit,westpac,prefix,TFR FROM WESTPA C ESAVER,21,WESTPAC Credit Card Repayment,bank
80,credit card,debit,westpac,prefix,WESTPAC CARDS,10,WESTPAC Credit Card Repayment,bank
90,home loan,debit,westpac,keyword,FLEX CARD,0,WESTPAC Credit Card Repayment,bank
90,home loan,debit,westpac,keyword,WESTPAC LOW,0,WESTPAC Credit Card Repayment,bank
80,investments,debit,westpac,prefix,WESTPAC CARDS,10,WESTPAC Credit Card Repayment,bank
90,personal loan,credit,westpac,keyword,DAY TO DAY,0,WESTPAC Credit Card Repayment,bank
90,personal loan,credit,westpac,keyword,FLEXI LOAN,0,WESTPAC Credit Card Repayment,bank
80,personal loan,credit,westpac,prefix,PAYMENT - CASH THANK Y OU,22,WESTPAC Credit Card Repayment,bank
80,personal loan,credit,westpac,prefix,ROCKET REPAY HO,12,WESTPAC Credit Card Repayment,bank
80,personal loan,credit,westpac,prefix,WESTPA C 55+ AND,13,WESTPAC Credit Card Repayment,bank
80,personal loan,credit,westpac,prefix,WESTPA C BUSINES,13,WESTPAC Credit Card Repayment,bank
80,personal loan,credit,westpac,prefix,WESTPA C CASH IN,13,WESTPAC Credit Card Repayment,bank
80,personal loan,credit,westpac,prefix,WESTPA C ESAVER,12,WESTPAC Credit Card Repayment,bank
80,personal loan,credit,westpac,prefix,WESTPA C LOW FEE,13,WESTPAC Credit Card Repayment,bank
80,savings,credit,westpac,prefix,WESTPA C 55+,9,WESTPAC Credit Card Repayment,bank
80,savings,credit,westpac,prefix,WESTPA C CHOICE,12,WESTPAC Credit Card Repayment,bank
90,trading,*,westpac,keyword,FLEX CARD,0,WESTPAC Credit Card Repayment,bank
80,trading,*,westpac,prefix,IGNITE BY WESTPAC,14,WESTPAC Credit Card Repayment,bank
80,trading,*,westpac,prefix,TFR WESTPAC LOW,12,WESTPAC Credit Card Repayment,bank
80,trading,*,westpac,prefix,WESTPA C CHOICE,12,WESTPAC Credit Card Repayment,bank
80,trading,*,westpac,prefix,WESTPAC (CREDIT CARDS),19,WESTPAC Credit Card Repayment,bank
80,trading,*,westpac,prefix,WESTPAC CARDS,10,WESTPAC Credit Card Repayment,bank
80,trading,*,westpac,prefix,WESTPAC CREDIT CARD,16,WESTPAC Credit Card Repayment,bank
90,-,debit,*,keyword,FLEX CARD,0,WESTPAC Credit Card Repayment,bank
90,-,debit,*,keyword,FLEXI LOAN,0,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,FROM WESTPA C CHOICE,17,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,IGNITE BY WESTPAC,14,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,PAYMENT BY AUTHORITY TO CC PAYMENT,31,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,TFR WESTPAC LOW,12,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,WESTPA C CHOICE,12,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,WESTPAC (CREDIT CARDS),19,WESTPAC Credit Card Repayment,bank
90,-,debit,*,keyword,WESTPAC CA,0,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,WESTPAC CARDS,10,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,WESTPAC CREDIT CARD,16,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,WESTPAC CREDIT CARD CASH ADVAN,27,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,WESTPAC LOAN REDRAW,16,WESTPAC Credit Card Repayment,bank
80,-,debit,*,prefix,WESTPAC LOAN REPAYMENT,19,WESTPAC Credit Card Repayment,bank
90,-,debit,*,keyword,WESTPACCARDS,0,WESTPAC Credit Card Repayment,bank
90,savings,debit,*,keyword,FLEX CARD,0,WESTPAC Credit Card Repayment,bank
80,savings,debit,*,prefix,IGNITE BY WESTPAC,14,WESTPAC Credit Card Repayment,bank
80,savings,debit,*,prefix,TFR WESTPAC LOW,12,WESTPAC Credit Card Repayment,bank
80,savings,debit,*,prefix,WESTPA C CHOICE,12,WESTPAC Credit Card Repayment,bank
