priority,account_type,dr_cr,bank,match_type,keyword,min_prefix_len,counterparty,product_type
80,savings,debit,*,prefix,WESTPAC (CREDIT CARDS),19,WESTPAC Credit Card Repayment,bank
80,savings,debit,*,prefix,WESTPAC CARDS,10,WESTPAC Credit Card Repayment,bank
80,savings,debit,*,prefix,WESTPAC CREDIT CARD,16,WESTPAC Credit Card Repayment,bank
90,transaction,debit,*,keyword,FLEX CARD,0,WESTPAC Credit Card Repayment,bank
90,transaction,debit,*,keyword,FLEXI LOAN,0,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,FROM WESTPA C CHOICE,17,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,IGNITE BY WESTPAC,14,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,PAYMENT BY AUTHORITY TO CC PAYMENT,31,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,TFR WESTPAC LOW,12,WESTPAC Credit Card Repayment,bank
80,transaction,*,*,prefix,WESTPA C CHOICE,12,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,WESTPAC (CREDIT CARDS),19,WESTPAC Credit Card Repayment,bank
90,transaction,debit,*,keyword,WESTPAC CA,0,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,WESTPAC CARDS,10,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,WESTPAC CREDIT CARD,16,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,WESTPAC CREDIT CARD CASH ADVAN,27,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,WESTPAC LOAN REDRAW,16,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,WESTPAC LOAN REPAYMENT,19,WESTPAC Credit Card Repayment,bank
90,transaction,debit,*,keyword,WESTPACCARDS,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,BPAY PAYMENT,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,CARD PAYMENT,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,CASH THANK YOU,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,CC PAY,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,CC PAYMENT,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,CC REPAYMENT,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,CREDIT CARD PAYMENT,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,EASIPAY PAYMENT,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,INTERNET PAYMENT,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,LINKED ACC TRNS,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,LINKED ACCOUNT TRANSFER,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,PAYMENT - BPAY,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,PAYMENT - THANK YOU,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,PAYMENT RECEIVED,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,PAYMENT THANK YOU,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,PAYMENT THANKYOU,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,PAYMENT- CHEQUE THANK YOU,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,PAYMENT-BPAY-THANK YOU,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,TFR FROM,0,WESTPAC Credit Card Repayment,bank
90,credit card,credit,westpac,keyword,TRANSFER FROM,0,WESTPAC Credit Card Repayment,bank
90,personal loan,credit,westpac,keyword,PAYMENT- CHEQUE THANK YOU,0,WESTPAC Credit Card Repayment,bank
90,personal loan,credit,westpac,keyword,PAYMENT-BPAY-THANK YOU,0,WESTPAC Credit Card Repayment,bank
80,transaction,credit,*,prefix,FLEXI LOAN,8,WESTPAC Credit Card Repayment,bank
80,home loan,debit,westpac,prefix,FLEX CARD,8,WESTPAC Credit Card Repayment,bank
80,home loan,debit,westpac,prefix,LOW RATE MA,8,WESTPAC Credit Card Repayment,bank
80,savings,debit,*,prefix,ALTITUDE PL,8,WESTPAC Credit Card Repayment,bank
80,savings,debit,*,prefix,FLEX CARD,8,WESTPAC Credit Card Repayment,bank
80,savings,debit,*,prefix,LOW RATE MA,8,WESTPAC Credit Card Repayment,bank
80,trading,debit,*,prefix,ALTITUDE PL,8,WESTPAC Credit Card Repayment,bank
80,trading,debit,*,prefix,LOW RATE MA,8,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,ALTITUDE PL,8,WESTPAC Credit Card Repayment,bank
90,transaction,debit,*,keyword,DAY VISA,0,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,FLEX CARD,8,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,FLEX CARD BACK,11,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,FLEX CARD BIL,10,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,FLEX CARD CREDIT,13,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,FLEX CARD FLEX,11,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,FLEX CARD FLEX CARD,16,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,FLEX CARD H,8,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,FLEX CARD HOUSE LOAN,17,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,FLEX CARD PAY,10,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,FLEX CARD SAVINGS,14,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,LOW RATE MA,8,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,PERIODICAL MC FLEXI,16,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,PERIODICAL MC FLEXI LOAN,21,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,WESTPAC LOW CARD,13,WESTPAC Credit Card Repayment,bank
80,transaction,debit,*,prefix,WESTPAC LOW CRED CARD,18,WESTPAC Credit Card Repayment,bank
80,transaction,credit,*,prefix,WESTPAC CARD SERVICES,18,WESTPAC Credit Card Repayment,bank
80,transaction,credit,*,prefix,WESTPAC CARD SERVICES WESTPAC,26,WESTPAC Credit Card Repayment,bank
80,transaction,credit,*,prefix,WESTPAC CARD SERVICES SIDR-,24,WESTPAC Credit Card Repayment,bank
80,personal loan,credit,westpac,prefix,TFR FROM WESTPA C CHOICE,21,Westpac Loans,contract_loan
80,savings,debit,*,prefix,WOOLWORTHS,8,Woolworths Credit Card Repayment,bank
80,transaction,credit,*,prefix,WOOLWORTHS,8,Woolworths Credit Card Repayment,bank
80,transaction,debit,*,prefix,WOOLWORTHS,8,Woolworths Credit Card Repayment,bank
